Leto,Datum,Napis na kaseti,ostalo,Oseba,skatla
2007,5.4.2007,"VIP#10 Boris Kozlevčar, Kako ukrotiti podjetniški dvoj, Paprika, Kam 1 KAS 2",,Boris Kozlevčar,01_VIP
2007,25.1.2007,VIP#6 Robert Rolih,,Robert Rolih,01_VIP
2007,25.1.2007,"Direktni marketing, kamera 1 #1",,,01_VIP
2007,8.3.2007,"VIP#8 Igor Verstovšek, kamera 1/2",,Igor Verstovšek,01_VIP
2007,8.3.2007,"VIP#8 Igor Verstovšek, kamera 2, kaseta 1",,Igor Verstovšek,01_VIP
2007,22.3.2007,VIP9 Jaka Stele kamera 1 1/2,,Jaka Stele,01_VIP
2007,22.3.2007,VIP9 Jaka Stele kamera 1 2/2,,Jaka Stele,01_VIP
2007,22.3.2007,VIP#9 Jaka Stele kamera 1 kas 2,,Jaka Stele,01_VIP
2007,22.3.2007,VIP#9 Jaka Stele kamera 2 kas 2,,Jaka Stele,01_VIP
2007,22.3.2007,VIP#9 Jaka Stele kamera 1 kas 1,,Jaka Stele,01_VIP
2007,22.3.2007,VIP#9 Jaka Stele kamera 2 kas 1,,Jaka Stele,01_VIP
2007,22.3.2007,VIP9 Jaka Stele kamera 2 1/2,,Jaka Stele,01_VIP
2007,22.3.2007,VIP9 Jaka Stele kamera 2 2/2,,Jaka Stele,01_VIP
2007,8.3.2007,"VIP#8 Igor Verstovšek, kamera 2, kaseta 2",,Igor Verstovšek,01_VIP
2007,8.3.2007,"VIP#8 Igor Verstovšek, kamera 2/2",,Igor Verstovšek,01_VIP
2007,8.3.2007,"VIP#8 Igor Verstovšek, kamera 2/1",,Igor Verstovšek,01_VIP
2007,8.3.2007,"VIP#8 Igor Verstovšek, kamera 1/1",,Igor Verstovšek,01_VIP
2007,11.1.2007,"VIP#5 Žiga Vapotič, kamera 1, kaseta 1",,Žiga Vapotič,01_VIP
2007,11.1.2007,"VIP#5 Žiga Vapotič, kamera 1, kaseta 2",,Žiga Vapotič,01_VIP
2007,8.3.2007,"VIP#8 Igor Verstovšek, kam 1 kas 2",,Igor Verstovšek,01_VIP
2007,25.1.2007,"VIP#6 Roman Rolih, kam2 kas1",,Roman Rolih,01_VIP
2007,8.3.2007,"VIP#8 Igor Verstovšek, kam 1 kas 1",,Igor Verstovšek,01_VIP
2007,15.5.2007,"POT Zavarujte svoje wireless omrežje, Rok Papež, 2/2",,Rok Papež,02_POT
2007,20.11.2007,"POT: Manoriva Instal fest 2008, Jure Lepinc, 1/1",,Jure Lepinc,02_POT
2007,15.5.2007,"POT Zavarujte svoje wireless omrežje, Rok Papež, 1/2",,Rok Papež,02_POT
2007,3.4.2007,"POT: Plove, Rok Garbaš, 1/1",,Rok Garbaš,02_POT
2007,27.3.2007,"POT: Odprto brezžično omrežje Ljubljana, Andraž Sraka, 1/1",,Andraž Sraka,02_POT
2007,23.10.2007,"POT: Andraž Sraka, Varnost spletnih aplikacij",,Andraž Sraka,02_POT
2007,18.12.2007,"POT: Odrpto kodno učno okolje moodle (Alja Sulčič), 1/1",,Alja Sulčič,02_POT
2007,11.12.2007,"POT: Orange, Janez Demšar",,"Janez Demšar, 1/2",02_POT
2007,13.11.2007,"POT: Dejan Sakelšak, Gstreamer - kaj naj z njim? 54 min, 1/1 ",,Dejan Sakelšak,02_POT
2007,10.4.2007,"POT: Računalniški virusi so postali ogrožena vrsta, Dalibor Cerar, 1/1",,Dalibor Cerar,02_POT
2007,22.5.2007,"POT: Boštjan Janežič, Fizično ožičevanje, KAS 1",,Boštjan Janežič,02_POT
2007,26.11.2007,"POT: OLPC + Ubuntu, Benjamin Mako Hill, KAM 2 KAS 1 ",,Benjamin Mako Hill,02_POT
2007,4.12.2007,"POT: Semantično ozaveščanje in iskanje, Sergej Rinc, 1/1",,Sergej Rinc,02_POT
2007,26.11.2007,"POT: Gostujoči pot iz mama, Benjamin Mako Hill, KAM 1 1/2",,Benjamin Mako Hill,02_POT
2007,4.12.2007,"POT: Floss priročniki, Adam Hyde, 1/1",,Adam Hyde,02_POT
2007,16.10.2007,"POT: Alja Sulčič: Virtualni svet, second life",,Alja Sulčič,02_POT
2007,2.10.2007,"POT: Daniel Tuling, Multi-touch table - a touchable remake of pong",,Daniel Tuling,02_POT
2007,30.10.2007,"POT: Jure Repinc, KDE Academy 2007, ali Slovenec se odpravi na Škotsko 1/1",,Jure Repinc,02_POT
2007,6.11.2007,"POT: WIMAX tehnologija wireless access (BWA), predavatelj: Gregor Boh, 2/2",,Gregor Boh,02_POT
2007,6.11.2007,"POT: WIMAX tehnologija wireless access (BWA), predavatelj: Gregor Boh, 1/2",,Gregor Boh,02_POT
2007,11.12.2007,"POT: Orange, Janez Demšar, ~30 min, 2/2",,Janez Demšar,02_POT
2007,17.4.2007,"POT: Google summer of code, Uroš Trobec, Rok Žlender, 1/1",,"Uroš Trobec, Rok Žlender",02_POT
2007,26.11.2007,"POT: Benjamin Mako Hill, One Laptop per child + Ubuntu, KAM1, KAS2/2",,Benjamin Mako Hill,02_POT
2007,29.5.2007,"POT: Galaksija, Tomaž Šolc 1/",,Tomaž Šolc,02_POT
2007,24.4.2007,"POT: OpenSource.net Mono, Jan Kraljič 1/",,Jan Kraljič,02_POT
2007,8.5.2007,"POT: Ptičja perspektiva, Jure Koren, 1/",,Jure Koren,02_POT
2007,9.10.2007,"POT: Gašper Fele Žorž, Poceni USB naprave",,Gašper Fele Žorž,02_POT
2007,19.09.2007,M. Muller-Prove,,,03_DNR
2007,22.02.2007,"VIP Jankovič kaseta 1, kamera 1",,,03_DNR
2007,22.02.2007,"VIP Jankovič kaseta 2, kamera 1",,,03_DNR
2007,22.02.2007,"VIP Jankovič kaseta 1, kamera 2",,,03_DNR
2008,24.6.2008,"FF3 Zbigniew Braniecki The new future of collaboration 45 min - 1/1""",,Zbigniew Braniecki,04_Dokumentacija-projektor
2007,22.02.2007,"VIP Jankovič kaseta 2, kamera 2",,Zoran Jankovic,03_DNR
2007,2. 10. 2007,F3ŽO (M3),,,05_F3ŽO
2007,2. 10. 2007,F3ŽO zaključek (odprti oder) -znane osebnosti cam1 cas1,,,05_F3ŽO
2007,2. 10. 2007,F3ŽO zaključek festivala (odprti oder) -znane osebnosti cas1. cam2.,,,05_F3ŽO
2007,2. 10. 2007,F3ŽO zaključek kam 2 kas 2,,,05_F3ŽO
2007,1. 10. 2007,F3ŽO predsedniški kandidati 15-16,,,05_F3ŽO
2007,2. 10. 2007,F3ŽO zveza združenj borcev (M3),,,05_F3ŽO
2007,2. 10. 2007,F3ŽO odprti oder kaseta 1/    00,,,05_F3ŽO
2007,2. 10. 2007,F3ŽO odprti oder kaseta 2    00,,,05_F3ŽO
2007,2. 10. 2007,F3ŽO odprti oder kaseta 3     00,,,05_F3ŽO
2007,2. 10. 2007,F3ŽO odprti oder kaseta 4      00,,,05_F3ŽO
2007,1. 10. 2007,F3ŽO odprti oder 14:30 - 14:55 1/1 00,,,05_F3ŽO
2007,2. 10. 2007,F3ŽO zaključek (odprti oder) -znane osebnosti cam1 cas2,,,05_F3ŽO
2007,1. 10. 2007,F3ŽO Linhartova dvorana otvoritev t. 01/02 cam2,,,05_F3ŽO
2007,1. 10. 2007,F3ŽO Linhartova d. otvoritev 02/02 cam2,,,05_F3ŽO
2007,1. 10. 2007,F3ŽO Linhartova dvorana otvoritev kam1 kas1,,,05_F3ŽO
2007,1. 10. 2007,F3ŽO Linhartova dvorana otvoritev t. kam1/kas2,,,05_F3ŽO
2007,1. 10. 2007,F3ŽO okrogla miza 1/2,,Milav Pavliha,05_F3ŽO
2007,1. 10. 2007,F3ŽO okrogla miza 2/2,,Milav Pavliha,05_F3ŽO
2007,1. 10. 2007,F3ŽO okrogla miza 2/2,,Robert Guštin,05_F3ŽO
2007,1. 10. 2007,F3ŽO okrogla miza 1/2,,Robert Guštin,05_F3ŽO
2007,2. 10. 2007,F3ŽO - 10:00 14:00 /cam2/ okrogla miza 01.,,Mateja Kožuh Novak,05_F3ŽO
2007,2. 10. 2007,F3ŽO - 10:00 14:00 /cam2/ okrogla miza 02,,Mateja Kožuh Novak,05_F3ŽO
2007,2. 10. 2007,F3ŽO cam2 / 01/01 / modna revija,,,05_F3ŽO
2007,2. 10. 2007,F3ŽO ageing and development 2/2,,,05_F3ŽO
2007,2. 10. 2007,F3ŽO ageing and development 1/2,,,05_F3ŽO
2007,2. 10. 2007,F3ŽO - M3 dvorana otroški program izdelovanje predmetov iz naravnih materialov cam2 01/01,,,05_F3ŽO
2007,2. 10. 2007,F3ŽO sprejem reddingove 1/,,,05_F3ŽO
2007,19.2.2007,"BIOKIBER dr. Gajšek, 2/2",,,06_Kognitivna
2007,19.1.2007,"BIO KIBERNETIKA Elektro poracija, Tadej Kotnik, 2/2",,Tadej Kotnik,06_Kognitivna
2007,19.1.2007,"BIO KIBERNETIKA Elektro poracija, Tadej Kotnik, 1/2",,Tadej Kotnik,06_Kognitivna
2007,5.2.2007,BIO KIBERNETIKA Elektro kemoterapija dr. Gregor Serša,,,06_Kognitivna
2007,19.2.2007,"BIOKIBER doc. dr. Gajšek, 1/2",,,06_Kognitivna
2007,5.3.2007,"ZF Prizma, Večer s starodavnimi bogovi 2/2",,,06_Kognitivna
2007,5.3.2007,"ZF Prizma, Večer s starodavnimi bogovi 1/2",,,06_Kognitivna
2007,16.4.2007,Prizma: George R.R. Martin 1/2,,,06_Kognitivna
2007,16.4.2007,Prizma: George R.R. Martin 2/2,,,06_Kognitivna
2007,13.6.2007,"Izven: Kako brati Jaka Racmana, maska, 2/2",,,06_Kognitivna
2007,13.6.2007,"Izven: Kako brati Jaka Racmana, maska, 1/2",,,06_Kognitivna
2007,18.1.2007,"Pomembno sporočio Umanotera, 2/3",,,06_Kognitivna
2007,18.1.2007,"Pomembno sporočio Umanotera, 1/3",,,06_Kognitivna
2007,18.1.2007,"Pomembno sporočio Umanotera, 3/3, od 14:44",,,06_Kognitivna
2007,26.2.2007,"Ostalo, Ekološki pokop računalnika, KAS # 1/2",,,06_Kognitivna
2007,26.2.2007,"Ostalo, Ekološki pokop računalnika, 2/2",,,06_Kognitivna
2007,29.3.2007,"Ostalo, Interna writer delavnice, Daniel Miklavčič T1/2",,Daniel Miklavčič,06_Kognitivna
2007,29.3.2007,"OO delavnice, interna 2/2",,,06_Kognitivna
2007,19.3.2007,Kadilnica-Metropol,,,06_Kognitivna
2007,24. 5. 2007,Cyc ali kako zakodirati zdravo pamet KAS 1 1/2,,Michael Witbrock,08_SU 2007-08
2007,24. 5. 2007,Cyc ali kako zakodirati zdravo pamet KAS 2/2 SU GYGORP 1/1,,Michael Witbrock,08_SU 2007-08
2007,27. 11. 2007,POT Novosti licence GPL 3 1/,,dr. Matija Damjan,08_SU 2007-08
2007,21. 11. 2007,SU 10 PRIPOROČIL UPORABNIŠKE ZASNOVE ZA SPLET 1/2,,David Rozman,09_Sheet7
2007,21. 11. 2007,SU 10 PRIPOROČIL UPORABNIŠKE ZASNOVE ZA SPLET 2/2,,David Rozman,09_Sheet7
2007,10.5.2007,VIP #12 Podjetništvo z investitorjeve perspektive KAM1 KAS1,,Jure Mikuž,09_Sheet7
2007,19. 4. 2007,VIP Podjetniške lekcije iz Silicijeve doline KAM2 KAS2,,Blaž Kos,09_Sheet7
2007,,OOOCON interview Alessandro & the Galecian,,,09_Sheet7
2007,29. 11. 2007,VIP2 CAM2 IEDC 2/2,,Danica Purg,09_Sheet7
2007,10.5.2007,VIP #12 Podjetništvo z investitorjeve perspektive KAM2 KAS2,,Jure Mikuž,09_Sheet7
2007,19. 4. 2007,VIP POdjetniške lekcije iz Silicijeve doline KAM2 KAS1,,Blaž Kos,09_Sheet7
2007,5.4.2007,VIP #10 KAKO UKROTITI PODJETNIŠKI DVOM KAM2 KAS1,,Boris Kozlevčar,09_Sheet7
2007,5.4.2007,VIP #10 KAKO UKROTITI PODJETNIŠKI DVOM KAM1 KAS1,,Boris Kozlevčar,09_Sheet7
2007,5.4.2007,VIP #10 KAKO UKROTITI PODJETNIŠKI DVOM KAM2 KAS2,,Boris Kozlevčar,09_Sheet7
2007,29. 11. 2007,VIP2 CAM2 1/2,,,09_Sheet7
2007,10.5.2007,VIP 12 Podjetništvo z investitorjeve perspektive KAM1 KAS2,,Jure Mikož,09_Sheet7
2007,10.5.2007,VIP #12 Podjetništvo iz investitorjeve perspektive KAM2 KAS1,,Jure Mikož,09_Sheet7
2007,29. 11. 2007,VIP2 1/2 CAM1,,,09_Sheet7
2007,29. 11. 2007,VIP2 2/2 CAM1,,,09_Sheet7
2007,5.4.2007,VIP #10 KAKO UKROTITI PODJETNIŠKE DVOME KAM1 KAS2,,Boris Kozlevčar,09_Sheet7
2007,12.12.2007,SU Matjaž Korošec Pomembna vloga frontenda spletnih strani,,Matjaž Korošec,11_MOMOSLO_SU
2007,28.2.2007,SU ITIVI 1/2,,,12_Spletne urice
2007,28.2.2007,SU ITIVI 2/2,,,12_Spletne urice
2007,4.4.2007,"SU: Davor Strehar, ToboAds oglaševanje: vsebinsko, tekstovno in slovensko",,Davor Strehar,12_Spletne urice
2007,7.2.2007,"SU: Java server pages, Sebastjan Trepča",,Sebastjan Trepča,12_Spletne urice
2007,26.1.2007,SU: XSLT 1/2,,,12_Spletne urice
2007,26.1.2007,SU: XSLT 2/2,,,12_Spletne urice
2007,21.3.2007,"SU: Semantični splet, Marko Grobelnik, #793, 1/2",,Marko Grobelnik,12_Spletne urice
2007,21.2.2007,"SU: Marko Mrdjonovič, Tipografija na spletu - praktični pogled",,Marko Mrdjonovič,12_Spletne urice
2007,21.3.2007,"SU: Semantični splet, Marko Grobelnik, #793, 2/2",,Marko Grobelnik,12_Spletne urice
2007,,Soundbridging Gostovanje Kibele Sony,,,13_Predstavitev pipe
2007,5.6.2007,"Ostalo Microcosmoz, Nedine Kachornnamosov, 1/1",,Nedine Kachornnamosova,13_Predstavitev pipe
2007,1.10.2007,"Daniel Toring - Touchscreen, Vrsta za bone",,Daniel Toring,13_Predstavitev pipe
2007,14.6.2007,"Postlab, Peter Asaro, predavanje: Uvod v projekcijo dokumentarnega filma Love Machines",,Peter Aasaro,13_Predstavitev pipe
2007,17.12.2007,"Art error, Predstavitev Istanbul a_m_b_c_r, Robertina Šebljanič, Jakob Leben, 1/1",,"Robertina Šebljanič, Jakob Leben",13_Predstavitev pipe
2007,7.6.2007,"Ostalo, Nedine Kachornnamosova, Integracija - ""Umetnost zapeljevanja"", 1/1",,Nedine Kachornnamosova,13_Predstavitev pipe
2007,22.11.2007,"Reartikulacija, Andreja Kopač",,Andreja Kopač,13_Predstavitev pipe
2007,5.12.2007,"FRI Dan odprtih vrat, Tablix, Tomaž Solc, 2/2",,Tomaž Solc,13_Predstavitev pipe
2007,5.12.2007,"FRI Dan odprtih vrat, Kiberpipa, JimmyIM 1/2",,13_Predstavitev pipe,
2007,19.9.2007,000CON07 Open Office.org 30. and beyond; Louis Suarez - Potts; KEYNOTE,,,14_OOoCON 2007
2007,19.9.2007,Contrbuting to OpenOffice,,,14_OOoCON 2007
2007,,The chinese roadmat Keynote,,Hu Cai,14_OOoCON 2007
2007,"19,9.2007","Beyond techonogy, The cinese roadmap keynote",,Hu Cai,14_OOoCON 2007
2007,19.9.2007,Walking on Water; hot news from the MacOSx,,Eric Bachard,14_OOoCON 2007
2007,19.9.2007,How to fix an issue in OpenOffice,,Michel Loiselver,14_OOoCON 2007
2007,19.9.2007,Improving the modularity of OpenOffice,,Mathias Bauer,14_OOoCON 2007
2007,19.9.2007,Split 000 into smaller pieces,,Peter Kadek,14_OOoCON 2007
2007,19.9.2007,Aqua openoffice: The Light,,Eric Bachard,14_OOoCON 2007
2007,19.9.2007,Contrbuting to OpenOffice,,Mathias Bauer,14_OOoCON 2007
2007,19.9.2007,What's new in OpenOffice,,Sophie Gautier,14_OOoCON 2007
2007,19.9.2007,Across the great wall,,Peter Junge,14_OOoCON 2007
2007,19.9.2007,Guericla advertising in the ny metro newspaper,,Benjamin Horst,14_OOoCON 2007
2007,19.9.2007,Political strugles in Denmark - My Experiances,,Leif Lodhal,14_OOoCON 2007
2007,19.9.2007,The price is high! Is it too high?,,Juergen Schmidt,14_OOoCON 2007
2007,19.9.2007,Towards openness and accessibility: eurpiean public administration define their approach on document formats ODF/XML,,Dr. Barbara Heild,14_OOoCON 2007
2007,19.9.2007,Marketing ODF to the OpennOffice project,,C. H. Schulz,14_OOoCON 2007
2007,19.9.2007,OSF interoperability,,R. Weir,14_OOoCON 2007
2007,19.9.2007,Chinese office standard VOF and interoperation of 000 ODF,,Xiuzhi Cheng,14_OOoCON 2007
2007,19.9.2007,Interaction 000 with web content management systems,,Bard Farstad,14_OOoCON 2007
2007,19.9.2007,ReadOffice Creating a more friendly operating style,,Shaoliaug Yaug,14_OOoCON 2007
2007,19.9.2007,Automating a Production Publishing system,,J. Eunice,14_OOoCON 2007
2007,19.9.2007,Relesing OpenOffice translation and QA process,,,14_OOoCON 2007
2007,19.9.2007,Free software telecenters in california,,Francese Raubla,14_OOoCON 2007
2007,19.9.2007,On-site requirements engineenirg to OpenOffice,,M.Muner-Prove,14_OOoCON 2007
2007,19.9.2007,"ODF in Russia, Status, problems and future trends",,R. Aliev,14_OOoCON 2007
2007,19.9.2007,Who is using 000,,Erwin Teuhenberg,14_OOoCON 2007
2007,21.9.2007,Development Fast Forward - a fra__ work for spreahsheet wes service,,J. Wacliowiak,14_OOoCON 2007
2007,21.9.2007,Development Sit: The source code manager for 000,,J. Holesovsky,14_OOoCON 2007
2007,20.9.2007,Communty cuuucil Q&A,,,14_OOoCON 2007
2007,21.9.2007,ODF inpact on industry and goverment,,D. Harbison,14_OOoCON 2007
2007,20.9.2007,OpenOffice in the Cata___ spreading world,,J. Liavina,14_OOoCON 2007
2007,21.9.2007,Migrations in Japan,,J. Kacli,14_OOoCON 2007
2007,21.9.2007,"Development Buildot: Bigger, Better, Builder",,M. Leibowitz,14_OOoCON 2007
2007,21.9.2007,OpenOffice XML: A tehnical approd__ for 000,,Hibert Figuire,14_OOoCON 2007
2007,21.9.2007,ODF toolicit with .NET support,,Lars Benhrmanw,14_OOoCON 2007
2007,21.9.2007,The OpenOffice toolit project,,Michael Brauer,14_OOoCON 2007
2007,21.9.2007,Who raised ODF toolkit API,,Jurgew Schmint,14_OOoCON 2007
2007,21.9.2007,Child workspaces and the OOO scm system,,J. H. Rechtiev,14_OOoCON 2007
2007,21.9.2007,Doc.next - The Future of the documentation project,,F. Petris,14_OOoCON 2007
2007,21.9.2007,Galicician Experiance with openOffice.org,,F. Rodriguez,14_OOoCON 2007
2007,21.9.2007,Round taisleč,,,14_OOoCON 2007
2007,21.9.2007,Chinese minority language support in openOffice.org,,J. Yanmin,14_OOoCON 2007
2007,21.9.2007,DataRilot in Calc,,N. Nebel,14_OOoCON 2007
2007,21.9.2007,"Toolkit, toolkit, uanna comeut and play",,,14_OOoCON 2007
2007,21.9.2007,Improved UBA support,,N. Power,14_OOoCON 2007
2007,21.9.2007,Development OpenOffice.ok. Improving the qouality of openSource software,,R. Fereuc,14_OOoCON 2007
2007,21.9.2007,Processing openDocument Format,,Lars Opperman,14_OOoCON 2007
2007,21.9.2007,Quality asurance in OOO,,T. Xie,14_OOoCON 2007
2007,21.9.2011,The adaptation of ODF in the South African public sector,,T. Fogwiv,14_OOoCON 2007
2007,21.9.2007,Releasse operating software OpenOffice.org MSoffice by UOML,,A. Wang,14_OOoCON 2007
2007,21.9.2007,An RDF etadata model for openDocument format 1.2,,Savante Schubert,14_OOoCON 2007
2007,28.1.2007,"SU: Kako narediti spletno mesto še bolj učinkovito - testiranje in optimizacija spletnih mest v praksi, Urška Podobnik, 56 min",,Urška Podobnik,15_SU
2007,24.10.2007,"SU: Openlaszlo, Anže Cesar",,Anže Cesar,15_SU
2007,31.1.2007,"SU: Zvezdan Martič, Neenaka izhodišča na spletu, 2/2",,Zvezdan Martič,15_SU
2007,31.1.2007,"SU: Zvezdan Martič, Neenaka izhodišča na spletu, 1/2",,Zvezdan Martič,15_SU
2007,12.6.2007,SU: Aleš Justin Jboss Sean KAS 1/2,,Aleš Justin,15_SU
2007,12.6.2007,SU: Aleš Justin Jboss Sean 15'' KAS 2/2,,Aleš Justin,15_SU
2007,7.3.2007,SU: The Future of Webapps 1/2,,,15_SU
2007,7.3.2007,SU: The Future of Webapps 2/2,,,15_SU
2007,14.3.2007,"SU: Brian King, Mozilla - Desktops",,,15_SU
2007,25.4.2007,"SU: Blogorola, Gregor Fras, Jugoslav Petkovič, Nymphee, 2/2",,,15_SU
2007,25.4.2007,"SU: Blogorola, Gregor Fras, Jugoslav Petkovič, Nymphee, 1/2",,,15_SU
2007,18.4.2007,"SU: Sebastjan Trepča, OpenID",,Sebastjan Trepča,15_SU
2007,9.5.2007,"SU: D. Mrdjenovič, Poročilo s konf. MIX 07, KAS 1",,,15_SU
2007,23.5.2007,"SU: Andraž Tori, Odprti kop",,Andraž Tori,15_SU
2007,7.11.2007,"SU: O online kampanji za predsednika, Vuk Čosič, 1/",,Vuk Čosič,15_SU
2007,17.10.2007,"SU: Jugoslav Petkovič, Poročilo s FONA, KAM 1, KAS1",,,15_SU
2007,14.11.2007,"SU: JQuers, Miha Hribar",,Miha Hribar,15_SU
2007,16.5.2007,"SU: Spletni wiki-atlas, Mihael Kadunc in Grega Milčinski",,"Mihael Kadunc, Grega Milčinski",15_SU
2007,17.1.2007,"SU: Damjan Omerza, Delo na daljavo, 1/2",,Damjan Omerza,15_SU
2007,17.1.2007,"SU: Damjan Omerza, Delo na daljavo, 2/2",,Damjan Omerza,15_SU
2007,10.4.2007,"SU: Uroš Jeglič, ORM",,Uroš Jeglič,15_SU
2007,5.12.2007,"SU: Okrogla miza Spletno nakupovanje pri nas, 1/2",,,15_SU
2007,5.12.2007,"SU: Martin Kaker (moderator), Okrogla miza: Božični nakupi - spl. nakupovanje pri nas, 2 min, 2/2",,,15_SU
2007,7.11.2007,"SU: O online kampanji za predsednika, Vuk Čosič, Handycam, 2/",,,15_SU
2007,30.10.,Cafe Babe Java me in najdi.si mobilni zemljevid 1/2 60 LENS X,,Rok Bertoncelj,08_SU 2007-08
2007,30.10.,Cafe Babe Java me in najdi.si mobilni zemljevid 2/2 60 X,,Rok Bertoncelj,08_SU 2007-08
2007,19. 10.,Salsaman Lives (forum 19.10),,,08_SU 2007-08
2007,21. 10.,"POT Še vedno vemo, kaj ste počeli čez poletje 60 min",,"Daša Lakner, Dunja Rošina, Martin Hribar, Mojca Miklavec ",08_SU 2007-08
2007,,"Vem, da si me slišal",,Igor,14_OOoCON 2007
2007,,"Vem, da si me slišal",,Daša Laker,14_OOoCON 2007
2007,,Pot: Cilec elektronika Akumolator - Jih povezani?,,Gregor Maček,14_OOoCON 2007
2007,,Git v praksi,,Domen Kozar,14_OOoCON 2007
2007,,Django meet,,"Polž, Rašič, Vrščaj",14_OOoCON 2007
2008,10.1.2008,"VIP Vse o poslovnih angelih, CAM2 XL, 2/2,",,Poslovni angeli,01_VIP
2008,10.1.2008,"VIP Vse o poslovnih angelih, B. Drobnak, S. Sibinčič, E. Kuščer, CAM2",,"Branko Drobnak, Slobodan Sibinčič, Enej Kuščer",01_VIP
2008,13.11.2008,"VIP Matjaž Gantar (1. del), 60 min",,Matjaž Gantar,01_VIP
2008,13.11.2008,"VIP Matjaž Gantar (2. del), 30 min",,Matjaž Gantar,01_VIP
2008,10.1.2008,Vse o posl. angelih CAM2 2/2,,,01_VIP
2008,10.1.2008,"VIP Vse o poslovnih angelih, B. Drobnak, S. Sibinčič, E. Kuščer, CAM1 XL1",,"Branko Drobnak, Slobodan Sibinčič, Enej Kuščer",01_VIP
2008,13.5.2008,"POT Visoko razpoložljiva / raztegljiva infrastruktura in spletne storitve na poziv, Andraž Sraka 1/2",,Andraž Sraka,02_POT
2008,13.5.2008,"POT Visoko razpoložljiva / raztegljiva infrastruktura in spletne storitve na poziv, Andraž Sraka 2/2",,Andraž Sraka,02_POT
2008,26.2.2008,"POT Linux in domači video posnetki, video ekipa Kiberpipa, 55 min",,,02_POT
2008,8.1.2008,"POT: Analiza svtovnega socialnega omrežja, Omrežje pogovorov MSN (Jure leskovec) 1",,Jure Leskovec,02_POT
2008,22.1.2008,"POT: Poročilo 2 24e3 ?, Andraž Sraka",,Andraž Sraka,02_POT
2008,29.4.2008,"POT: Multimedia na spletu, Anže Cesar",,Anže Cesar,02_POT
2008,6.5.2008,"POT: Oglaševanje 2.0, Domen Savič, 1/",,Domen Savič,02_POT
2008,22.4.2008,POT: Kako dobiti boljše delo v IT-ju? Gorazd Prah,,Gorazd Prah,02_POT
2008,8.4.2008,"POT: Qwertz / Qwerty za vedno, Edvard Šilc",,Edvard Šilc,02_POT
2008,12.2.2008,"POT: Tiskanje iz informacijskega sistema z uporao odprto kodne rešitve - ConTeXt, Jan Kraljič, 1/1",,Jan Kraljič,02_POT
2008,19.2.2008,"POT: Odprta koda v Mac OS x okolju, Jure Čuhalev",,Jure Čuhalev,02_POT
2008,09.10.2008,Prvi vip v sezoni 2008/2009 Jakec Jakopin Kaseta 1,,Jakec Jakopin,03_DNR
2008,09.10.2008,Prvi vip v sezoni 2008/2009 Jakec Jakopin Kaseta 2,,Jakec Jakopin,03_DNR
2008,09.10.2008,"Jakec Jakopin, dr. Lidija Hozjak Kaseta 1",,"Jakec Jakopin, dr. Lidija Hozjak",03_DNR
2008,19.1.2008,FPGA delavnica del 2,,,04_Dokumentacija-projektor
2008,16.2.2008,"WLN-LJ, Aleš Košatko 2 4 GHZ Antene",,Aleš Košatko,06_Kognitivna
2008,12.3.2008,SU RDFa in ostala spletna sematika,,Jure Čuhalev,08_SU 2007-08
2008,2.4.2008,SU start-up night 60 min,,,08_SU 2007-08
2008,23. 4. 2008,SU Poročilo s konference FOWD London 1/1 EMPTY,,,08_SU 2007-08
2008,30. 4. 2008,SU genspot.com / startup brez startup (a) oziroma od 0 do 340 1/1,,Jan Macarol Vrabec,08_SU 2007-08
2008,26. 9. 2008,IZVEN Čajanka 35 min TAPE 2/3,,Matej Delakorda,08_SU 2007-08
2008,18. 3. 2008,"POT Puppet, sistemska administracija po človeško",,Martin Vuk,08_SU 2007-08
2008,18. 3. 2008,"POT OP zvok neuporaben Puppet, sistemska administracija po človeško x!",,Martin Vuk,08_SU 2007-08
2008,4.6.2008,SU poročilo @media 1/2,,,08_SU 2007-08
2008,22. 10. 2008,SU FOWA REPORT različni predavatelji 57 min,,,08_SU 2007-08
2008,8.10.2008,SU flash - kaj je že to? 50 min 1/1,,Matija Abram,08_SU 2007-08
2008,15. 10. 2008,SU Razširjanje spletnih mest s pomočjo brskalniških vrtičkov 55 min,,Marko Samastur,08_SU 2007-08
2008,13. 3. 2008,Cafe Babe (3-4),,,08_SU 2007-08
2008,13. 3. 2008,Cafe Babe 1-4 CAM2 1/4,,,08_SU 2007-08
2008,26. 9. 2008,Čajanka ''Koristi internečki in spletnega videa  TAPE 1/3 IZVEN 45min,,Matej Delakorda,08_SU 2007-08
2008,26. 1. 2008,Čajanka TAPE 3/3 IZVEN,,Matej Delakorda,08_SU 2007-08
2008,20. 5. 2008,POT Asus EEE-Možnosti in omejitve 1/2,,Marko Kobler,08_SU 2007-08
2008,20. 5. 2008,POT Asus EEE- 2/2 12min,,Marko Kobler,08_SU 2007-08
2008,27. 5. 2008,POT One laptop per child,,Jure Koren,08_SU 2007-08
2008,14. 10. 2008,POT Utrinki s KPE konference akademy 2008 40 min,,Jure Repinc,08_SU 2007-08
2008,19. 3. 2008,SU Spletne urice HTML 5 in ostale nove sladkarije OP: ZVOK= FOO! X,,Marko Mrdjenovič,08_SU 2007-08
2008,12.11.2008,SU Oblikovanje splet. mesta,,D. Pavlica,08_SU 2007-08
