vrsta,proizvajalec,program,zgodovina,leto,stanje,OS,medij,polica,popisovalec
Računalniška igra,Nintendo,Game & Watch Gallery,zootfly,,,gb,ROM cart,D1,marko
Računalniška igra,Nintendo,Mega Man II,zootfly,,,gb,ROM cart,D1,marko
Računalniška igra,Nintendo,Wario Land 3,zootfly,,,gbc,ROM cart,D1,marko
Računalniška igra,Nintendo,Pokemon Special Pikachu Edition,zootfly,,,gb,ROM cart,D1,marko
Računalniška igra,Sega,Sonic N,zootfly,2003,,ngage,ROM cart,D1,marko
Računalniška igra,Torus Games,Ashen,zootfly,2004,,ngage,ROM cart,D1,marko
Računalniška igra,Codemasters,Colin McRae Rally 2005,zootfly,2004,,ngage,ROM cart,D1,marko
Računalniška igra,Core,Tomb Raider,zootfly,2003,,ngage,ROM cart,D1,marko
Računalniška igra,Bugbear Entertainment,Glimmerati,zootfly,2005,,ngage,ROM cart,D1,marko
Računalniška igra,Nintendo,Mario & Luigi Superstar Saga,zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,THQ,Altered Beast,zootfly,2002,,gba,ROM cart,D1,marko
Računalniška igra,Nintendo,Super Mario Advance,zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,NewKidCo,E.T. The Extra Terrestrial,zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,Nintendo,Mario Golf Advance Tour,zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,Nintendo,"Warioware, Inc. Mega Microgame$!",zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,Capcom,Super Street Fighter II Turbo Revival,zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,Nintendo,Excitebike,zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,Nintendo,Metroid,zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,Nintendo,Metroid Fusion,zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,Nintendo,Mario vs. Donkey Kong,zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,Nintendo,Super Mario World: Super Mario Advance 2,zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,Rareware,Donkey Kong Country,zootfly,,,gba,ROM cart,D1,marko
Računalniška igra,Nintendo,Metroid Prime Hunters: First Hunt: Demo Version,zootfly,2004,,nds,ROM cart,D1,marko
Računalniška igra,SNK,Fatal Fury First Contact,zootfly,1999,,NeoGeo Pocket,ROM cart,D1,marko
Računalniška igra,Namco,Pac-Man,zootfly,,,NeoGeo Pocket,ROM cart,D1,marko
Računalniška igra,SNK,Neo Turf Masters,zootfly,1999,,NeoGeo Pocket,ROM cart,D1,marko
Računalniška igra,SNK,King of Fighters R2,zootfly,1999,,NeoGeo Pocket,ROM cart,D1,marko
Računalniška igra,Nintendo,Wario Land,zootfly,,,vb,ROM cart,D1,marko
Računalniška igra,Polaris,SnoCross,zootfly,2000,,ps,CD,D1,marko
Računalniška igra,Mattel,Masters of The Universe: The Power of He-Man,zootfly,1983,,IntelliVision,ROM cart,D1,marko
Računalniška igra,Mattel,Space Spartans,zootfly,1981,,IntelliVision,ROM cart,D1,marko
Računalniška igra,Electronic Arts,The Need for Speed,zootfly,1994,,3DO,CD,D1,marko
