vrsta,proizvajalec,program,zgodovina,leto,stanje,OS,medij,polica,popisovalec
Računalniška igra,KOEI,Stop That Roach,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,"T HQ, Inc.",Pit-Fighter,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Sun Soft,Batman,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Donkey Kong,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Kemco Seika,Snoopy's Magic Show,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Super R.C. PRO AM,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Baseball,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Meldac,Heianky Alien,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Arcade Classic 2: Centipede + Millipede,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Capcom,Mega Man III,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Metroid II,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Qix,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Alleyway,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Capcom,Star Wars: The Empire Strikes Back,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Mega Man,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Activision,Alien vs. Predator,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Acclaim,Double Dragon II,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Ultra Games,Operation C,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Ocean,Lemmings,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Tradewest,Double Dragon,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Tetris 2,zootfly,,,gb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Midway,Marble Madness,zootfly,,,gbc,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Mario Clash,zootfly,,,vb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,3D Tetris,zootfly,,,vb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Teleroboxer,zootfly,,,vb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Golf,zootfly,,,vb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Vertical Force,zootfly,,,vb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Ocean,Water World,zootfly,,,vb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Atlus,Jack Bros.,zootfly,,,vb,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Donkey Kong,zootfly,,,e-Reader,papirnata kartica,"D1, skatla 2",marko
Računalniška igra,Nintendo,Excitebike,zootfly,,,e-Reader,papirnata kartica,"D1, skatla 2",marko
Računalniška igra,Nintendo,Mario Bros.,zootfly,,,e-Reader,papirnata kartica,"D1, skatla 2",marko
Računalniška igra,Nintendo,Donkey Kong Jr.,zootfly,,,e-Reader,papirnata kartica,"D1, skatla 2",marko
Računalniška igra,SNK,Samurai Shodown! 2,zootfly,1999,,NeoGeo Pocket,ROM cart,"D1, skatla 2",marko
Računalniška igra,SNK,Metal Slug: 1st Mission,zootfly,1999,,NeoGeo Pocket,ROM cart,"D1, skatla 2",marko
Računalniška igra,Tiger,Duke Nukem 3D,zootfly,1997,,Game.com,ROM cart,"D1, skatla 2",marko
Računalniška igra,Tiger,Henry,zootfly,1997,,Game.com,ROM cart,"D1, skatla 2",marko
Računalniška igra,Sega,Ninja Gaiden,zootfly,,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Sega,Vampire: Master of Darkness,zootfly,,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Sega,Sonic the Hedgehog,zootfly,,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Sega,Sonic Chaos,zootfly,,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Namco,Pac-Man,zootfly,,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Sega,Columns,zootfly,,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Virgin,Cool Spot,zootfly,1993,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Sega,Ren & Stimpy,zootfly,,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Arena,Mortal Kombat,zootfly,1993,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Arena,NBA Jam,zootfly,1993,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Sega,World Series Baseball,zootfly,,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Sega,The Adventures of Batman & Robin,zootfly,1995,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Virgin,Double Dragon,zootfly,1992,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Sega,Joe Montana Football,zootfly,,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,U.S. Gold,Star Wars,zootfly,1993,,Game Gear,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Super Mario Advance 4,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Lucas Arts,Star Wars: Episode II: Attack of the Clones,zootfly,2002,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Konami,Contra Advance,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Castlevania,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Metroid Zero Mission,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Mario Kart Super Circuit,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Donkey Kong,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Super Mario Bros.,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Dr. Mario,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Metal Slug Advance,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Midway,Spy Hunter,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Lucas Arts,Star Wars Trilogy,zootfly,2004,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Midway,Cruis'n Velocity,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Zelda II: The Adventure of Link,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,The Legend of Zelda,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Sega,Sega Arcade Gallery,zootfly,1995,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Namco,Namco Museum,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Acclaim,Turok: Evolution,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Super Mario Advance 3,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Konami,Teenage Mutant Ninja Turtles,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,THQ,Star Wars: Flight of the Falcon,zootfly,2003,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Nintendo,Wario Land 4,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,TDK,Masters of the Universe,zootfly,2002,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,TDK,Corvette,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
Računalniška igra,Majesco Sales Inc.,Earthworm Jim,zootfly,,,gba,ROM cart,"D1, skatla 2",marko
