vrsta,proizvajalec,program,zgodovina,leto,stanje,OS,medij,polica,popisovalec
Računalniška igra,LJN,Gotcha! The Sport!,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Ultra Games,Teenage Mutant Ninja Turtles,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Tecmo,World Wrestling,zootfly,1990,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Jaleco,Hoops,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,Cybernoid,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Volleyball,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Taxan,8 Eyes,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Konami,Rush'n Attack,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Capcom,Mega Man 4,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,SNK,Ikari Warriors,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,SNK,Iron Tank,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,LJN,Alien 3,zootfly,1992,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,LJN,Beetlejuice,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Hi Tech Expressions,Sesame Street: Big Bird's Hide & Speak,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Yoshi,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Konami,Stinger,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,FCI,Dr. Chaos,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Tradewest,Magic Johnson's Fast Break,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,SNK,Baseball Stars,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Capcom,Mega Man 3,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Ultra Games,Gyruss,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Kemco Seika,Shadowgate,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Sammy,Thundercade,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,SNK,Fighting Golf,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Konami,Super C,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Data East,Caveman Games,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Barker Bill's Trick Shooting,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Dr. Mario,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Taito,Operation Wolf,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,SNK,Ikari Warriors II: Victory Road,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,StarTropics,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Bandai,Dragon Power,zootfly,1987,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,The Simpsons: Bartman Meets Radioactive Man,zootfly,1992,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Bandai,The Rocketeer,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Irem Corp.,Kung Fu,zootfly,1984,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Mindscape,Flight of the Intruder,zootfly,1990,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Clu Clu Land,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,LJN,WWF WrestleMania Steel Cage Challenge,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,Winter Games,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,MiltonBradley,Marble Madness,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Capcom,Bionic Commando,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,King Features Syndicate Inc.,Popeye,zootfly,1982,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,LJN,A Nightmare on Elm Street,zootfly,1989,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Ultra Games,Teenage Mutant Ninja Turtles II: The Arcade Game,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,World Class Track Meet,zootfly,1988,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Capcom,Code Name Viper,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Hudson Soft,Xexyz,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Sony,Hudson Hawk,zootfly,1991,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,NES Play Action Football,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,"T HQ, Inc.",Fox's Peter Pan and the Pirates,zootfly,1990,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,Ferrari Grand Prix Challenge,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Tecmo,Mighty Bomb Jack,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Tradewest,"Ivan ""Ironman"" Stewart's Super Off-Road",zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,"Toho Co., Ltd.",Godzilla,zootfly,1989,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Kemco Seika,The Bugs Bunny Crazy Castle,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Bandai,Street Cop,zootfly,1987,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,Total Recall,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Enix,Dragon Warrior IV,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Bullet-Proof Software,Pipe Dream,zootfly,1990,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,LJN,Wood & Water Rage,zootfly,1987,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Mattel,Bad Street Brawler,zootfly,1989,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,LJN,Jaws,zootfly,1987,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Duck Hunt,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Hi Tech Expressions,Fun House,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Sun Soft,Freedom Force,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Jaleco,Bases Loaded,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Capcom,Legendary Wings,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Broderbund,Legacy of the Wizard,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Data East,Kid Niki,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,SNK,Little League Baseball,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Kemco Seika,Snoopy's Silly Sports Spectacular!,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,Double Dragon II,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Konami,Teenage Mutant Ninja Turtles III: The Manhattan Project,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,IronSword: Wizards & Warriors II,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Square,Rad Racer II,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Kemco Seika,Rocket Ranger,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Ultra Games,Rollergames,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Taxan,Low G Man,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Mindscape,Roundball 2-on-2 Challenge,zootfly,1992,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,Narc,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,HAL,Kabuki - Quantum Fighter,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Jaleco,Astyanax,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Tennis,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Ultra Games,Cyber Stadium Series Base Wars,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,LJN,The Incredible Crash Dummies,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Konami,Top Gun: The Second Mission,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Mindscape,Indiana Jones and the Temple of Doom,zootfly,1988,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,CSG Imagesoft Inc,Super Dodge Ball,zootfly,1988,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Bandai,Toxic Crusaders,zootfly,1991,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Kemco,Superman,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Data East,Tag Team Wrestling,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,NES Open Tournament Golf,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Broderbund,Spelunker,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Capcom,Mega Man 5,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Mach Rider,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Super Mario Bros. + Duck Hunt + World Class Track Meet,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Taxan,Fist of the North Star,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Broderbund,The Battle of Olympus,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,MiltonBradley,Cabal,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Bandai,Bandai Golf: Challenge Pebble Beach,zootfly,1988,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Jaleco,Bases Loaded II: Second Season,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Soccer,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Romstar,Rally Bike,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Activision,The Three Stooges,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Konami,Track & Field II,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Capcom,Disney Adventures in the Magic Kingdom,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,WWF WrestleMania,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Capcom,Ghosts'n Goblins,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Data East,Karnov,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,Krusty's Fun House,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Hi Tech Expressions,Tom & Jerry,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,Destination Earthstar,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Tecmo,Baseball,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Hi Tech Expressions,Sesame Street: A B C,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,HAL,Defender II,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,The Adventure of Link,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,ASMIK,Wurm Journey to the Center of the Earth,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Mario Bros.,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Culture Brain,The Secret Scroll Flying Dragon,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,MiltonBradley,Corvette ZR-1 Challenge,zootfly,1988,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Jaleco,Metal Mech,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Square,King's Knight,zootfly,1989,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Gametek,Fisher-Price Perfect Fit,zootfly,1990,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Anticipation,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Sun Soft,Fester's Quest,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Kemco Seika,Desert Commander,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,HAL,DayDreamin' Davey,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Tecmo,Super Bowl,zootfly,1991,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,LJN,Bill & Ted's Excellent Video Game Adventure,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,Acclaim's Star Voyager,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Acclaim,Double Dragon III,zootfly,1985,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Nintendo,Donkey Kong,zootfly,,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,JVC,Boulder Dash,zootfly,1990,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,LJN,Back to the Future Part II & III,zootfly,1990,,nes,ROM cart,"D1, skatla 6",marko
Računalniška igra,Tecmo,Tecmo Bowl,zootfly,1988,,nes,ROM cart,"D1, skatla 6",marko
