eksponat,leto,1,2,3,4,5,6,7,8,9,10,11,12
Moj Mikro PDF,2005,x,x,x,x,x,x,x,,x,x,x,x
Moj Mikro PDF,2006,x,x,x,x,x,x,x,,x,x,x,x
Moj Mikro PDF,2007,x,x,x,x,x,x,x,,x,x,x,x
Moj Mikro PDF,2008,x,x,x,x,x,x,x,,x,x,x,x
Moj Mikro PDF,2009,x,x,x,x,x,x,x,,x,x,x,x
